customer_id,customer_name,segment,sales,profit,quantity,orders,customers,profit_margin
JE-156104,Jim Epp,Corporate,3830.0,1673.5069,40.0,3,1,0.4369469712793734
KW-164354,Katrina Willman,Consumer,3889.0,1669.9765,31.0,3,1,0.4294102597068655
EM-142001,Evan Minnotte,Home Office,7672.0,1665.4935,52.0,6,1,0.2170872653806048
KH-163301,Katharine Harms,Corporate,7895.0,1656.0252,64.0,8,1,0.20975620012666246
CR-128203,Cyra Reiten,Home Office,5586.0,1655.65616,59.0,8,1,0.2963938703902614
CB-124152,Christy Brittain,Consumer,5679.0,1653.768,42.0,6,1,0.29120760697305864
GZ-144702,Gary Zandusky,Consumer,4676.0,1652.28,31.0,5,1,0.3533532934131736
YC-218951,Yoseph Carroll,Corporate,4425.0,1650.2840999999999,21.0,3,1,0.3729455593220339
LR-169151,Lena Radford,Consumer,6098.0,1650.12,40.0,5,1,0.2706001967858314
BW-111102,Bart Watters,Corporate,9154.0,1645.989,47.0,7,1,0.17981090233777583
TS-114302,Tom Stivers,Corporate,5288.0,1639.8600000000001,30.0,3,1,0.31010968229954616
PJ-90152,Pauline Johnson,Consumer,5735.0,1632.654,43.0,5,1,0.2846824760244115
AP-107201,Anne Pryor,Home Office,9014.0,1632.336,92.0,7,1,0.18108897270911914
AM-103602,Alice McCarthy,Corporate,6771.0,1629.9479999999999,64.0,9,1,0.2407248560035445
SC-200952,Sanjit Chand,Consumer,5614.0,1621.032,51.0,7,1,0.2887481296758105
CC-26851,Craig Carroll,Consumer,3954.0,1620.93,23.0,4,1,0.4099468892261002
JB-154002,Jennifer Braxton,Corporate,7949.0,1619.118,83.0,13,1,0.20368826267455026
MC-174254,Mark Cousins,Corporate,3367.0,1613.8936,34.0,2,1,0.47932687852687855
RA-192852,Ralph Arnett,Consumer,5748.0,1613.763,40.0,6,1,0.28075208768267224
EM-139601,Eric Murdock,Consumer,8268.0,1612.9805999999999,75.0,12,1,0.19508715529753265
VT-217001,Valerie Takahito,Home Office,7908.0,1609.9428,82.0,8,1,0.20358406676783006
CP-123401,Christine Phan,Corporate,5950.0,1608.3600000000001,42.0,4,1,0.2703126050420168
AJ-9601,Astrea Jones,Consumer,3895.0,1608.0,27.0,5,1,0.4128369704749679
RW-195404,Rick Wilson,Corporate,5961.0,1603.4629,41.0,6,1,0.2689922663982553
EM-141401,Eugene Moren,Home Office,8230.0,1602.6435,70.0,6,1,0.1947318955042527
JG-158051,John Grady,Corporate,8472.0,1598.6007,96.0,8,1,0.1886922450424929
NF-184752,Neil Französisch,Home Office,5650.0,1598.049,49.0,7,1,0.2828405309734513
MM-180552,Michelle Moray,Consumer,5367.0,1597.5510000000002,48.0,9,1,0.29766182224706544
SS-201401,Saphhira Shifley,Corporate,4566.0,1593.3234,45.0,6,1,0.348953876478318
DM-133451,Denise Monton,Corporate,5937.0,1588.2524999999998,40.0,4,1,0.2675176856998484
TB-211901,Thomas Brumley,Home Office,5970.0,1587.1464,42.0,4,1,0.26585366834170854
JF-155652,Jill Fjeld,Consumer,7962.0,1581.582,77.0,11,1,0.19864129615674456
DK-130901,Dave Kipp,Consumer,5108.0,1576.4637,63.0,10,1,0.30862640955364135
PS-189703,Paul Stevenson,Home Office,6286.0,1575.22632,66.0,7,1,0.2505927966910595
RB-197051,Roger Barcio,Home Office,4590.0,1570.1879999999999,41.0,4,1,0.3420888888888889
BD-16352,Brian Derr,Consumer,4930.0,1568.2800000000002,36.0,4,1,0.31810953346855986
RF-198402,Roy Französisch,Consumer,5840.0,1565.79,88.0,6,1,0.2681147260273973
DK-128352,Damala Kotsonis,Corporate,4628.0,1565.22,29.0,3,1,0.3382065687121867
AR-105101,Andrew Roberts,Consumer,4156.0,1560.714,36.0,8,1,0.3755327237728585
HM-49801,Henry MacAllister,Consumer,4068.0,1559.73,8.0,2,1,0.38341445427728615
AG-104952,Andrew Gjertsen,Corporate,5040.0,1556.5305,84.0,10,1,0.3088354166666667
SP-206201,Stefania Perrino,Corporate,8872.0,1552.9857,99.0,7,1,0.1750434738503156
EM-140952,Eudokia Martin,Corporate,4867.0,1550.784,44.0,6,1,0.31863242243681944
FO-143052,Frank Olsen,Consumer,7111.0,1550.313,82.0,12,1,0.2180161721276895
LB-167951,Laurel Beltran,Home Office,8329.0,1547.3373,54.0,7,1,0.18577708008164245
FM-142903,Frank Merwin,Home Office,5135.0,1544.276,76.0,9,1,0.3007353456669912
CR-126251,Corey Roper,Home Office,8004.0,1543.3311,89.0,7,1,0.19281997751124438
CR-128201,Cyra Reiten,Home Office,5318.0,1536.78,33.0,3,1,0.2889770590447537
CC-23702,Christopher Conant,Consumer,5505.0,1530.456,49.0,5,1,0.2780119891008174
CK-122052,Chloris Kastensmidt,Consumer,4688.0,1519.32,45.0,7,1,0.3240870307167235
DL-133301,Denise Leinenbach,Consumer,6033.0,1510.53,42.0,5,1,0.25037792143212334
CM-126554,Corinna Mitchell,Home Office,4678.0,1510.2305,29.0,5,1,0.322836789226165
CA-122652,Christina Anderson,Consumer,9234.0,1505.3925,51.0,6,1,0.16302712800519817
ME-173204,Maria Etezadi,Home Office,5204.0,1501.2503,43.0,6,1,0.28848007302075324
TS-213401,Toby Swindell,Consumer,5610.0,1498.536,50.0,8,1,0.2671187165775401
TH-212352,Tiffany House,Corporate,6194.0,1490.052,56.0,8,1,0.24056377139166935
JD-161504,Justin Deggeller,Corporate,6388.0,1488.0746,42.0,7,1,0.23294843456480901
BE-113354,Bill Eplett,Home Office,4184.0,1480.708,34.0,4,1,0.3538977055449331
PL-189251,Paul Lucas,Home Office,9528.0,1478.8116,62.0,7,1,0.15520692695214106
CC-124751,Cindy Chapman,Consumer,6315.0,1475.544,54.0,6,1,0.23365700712589074
SZ-200351,Sam Zeldin,Home Office,4316.0,1474.4802000000002,34.0,5,1,0.34163118628359596
JE-157151,Joe Elijah,Consumer,6553.0,1470.39,49.0,5,1,0.22438425148786817
MG-182051,Mitch Gastineau,Corporate,6927.0,1465.5,45.0,5,1,0.2115634473798181
DM-133454,Denise Monton,Corporate,3329.0,1464.0567,26.0,4,1,0.4397887353559628
SO-203351,Sean O'Donnell,Consumer,4037.0,1462.6794,19.0,3,1,0.3623184047560069
PO-191801,Philisse Overcash,Home Office,9211.0,1461.2925,69.0,7,1,0.1586464553251547
CT-119951,Carol Triggs,Consumer,4688.0,1459.89,35.0,3,1,0.3114099829351536
JE-157453,Joel Eaton,Consumer,6511.0,1453.44516,66.0,8,1,0.22322917524189834
JH-161802,Justin Hirsh,Consumer,6882.0,1450.788,90.0,12,1,0.21080906713164776
MW-182354,Mitch Willingham,Corporate,3334.0,1449.5187,10.0,1,1,0.4347686562687463
JD-158954,Jonathan Doherty,Corporate,6130.0,1440.0317,99.0,9,1,0.23491544861337685
Dp-132404,Dean percer,Home Office,3411.0,1439.9254999999998,53.0,7,1,0.4221417472881852
MS-173653,Maribeth Schnelling,Consumer,5462.0,1438.6319999999998,58.0,10,1,0.2633892347125595
AB-106001,Ann Blume,Corporate,4745.0,1437.3987000000002,42.0,5,1,0.3029291253951528
TW-210251,Tamara Willingham,Home Office,3306.0,1436.733,25.0,5,1,0.4345834845735027
PP-189554,Paul Prost,Home Office,5775.0,1434.1806,84.0,7,1,0.24834296103896103
DS-130303,Darrin Sayre,Home Office,4038.0,1433.312,59.0,8,1,0.3549559187716691
PB-192101,Phillip Breyer,Corporate,7490.0,1432.0389,36.0,3,1,0.1911934445927904
VD-216704,Valerie Dominguez,Consumer,4120.0,1428.9128,48.0,3,1,0.3468234951456311
NW-84001,Natalie Webber,Consumer,5100.0,1428.0,8.0,1,1,0.28
AZ-107503,Annie Zypern,Consumer,5850.0,1426.72,77.0,4,1,0.2438837606837607
AW-109302,Arthur Wiediger,Home Office,4066.0,1424.454,37.0,5,1,0.35033300541072304
CS-118602,Cari Schnelling,Consumer,4010.0,1423.107,43.0,4,1,0.3548895261845387
MM-179201,Michael Moore,Consumer,3522.0,1420.8600000000001,35.0,3,1,0.4034241908006815
JP-61352,Julie Prescott,Home Office,4201.0,1418.46,37.0,5,1,0.3376481790049988
AS-102251,Alan Schoenberger,Corporate,9107.0,1413.5805,56.0,8,1,0.15521911716262216
PW-192404,Pierre Wener,Consumer,2963.0,1413.1184,22.0,2,1,0.476921498481269
CS-124602,Chuck Sachs,Consumer,6053.0,1410.375,90.0,7,1,0.23300429539071535
CP-23401,Christine Phan,Corporate,4136.0,1407.75,38.0,3,1,0.34036508704061896
KE-164203,Katrina Edelman,Corporate,5487.0,1403.8659200000002,54.0,5,1,0.2558530927647166
RB-195702,Rob Beeghly,Consumer,5964.0,1403.16,89.0,9,1,0.23527162977867205
PW-190302,Pauline Webber,Corporate,5761.0,1402.524,78.0,7,1,0.24345148411734072
DB-136602,Duane Benoit,Consumer,3961.0,1401.984,20.0,4,1,0.3539469830850795
AO-108102,Anthony O'Donnell,Corporate,3864.0,1401.15,84.0,9,1,0.3626164596273292
BG-117403,Bruce Geld,Consumer,5314.0,1399.58,58.0,5,1,0.2633759879563417
BS-113652,Bill Shonely,Corporate,4186.0,1397.325,48.0,5,1,0.33380912565695176
EB-139752,Erica Bern,Corporate,4697.0,1381.986,36.0,5,1,0.29422737917819886
JH-61803,Justin Hirsh,Consumer,3837.0,1379.97,19.0,2,1,0.3596481626270524
DB-134051,Denny Blanton,Consumer,7533.0,1378.2168,47.0,5,1,0.18295722819593788
BC-111252,Becky Castell,Home Office,6084.0,1371.807,139.0,12,1,0.22547781065088757
KD-164952,Keith Dawkins,Corporate,5515.0,1367.8335,44.0,9,1,0.24802058023572077
BE-113352,Bill Eplett,Home Office,5115.0,1366.539,82.0,11,1,0.2671630498533724
SH-206352,Stefanie Holloman,Corporate,6205.0,1365.3345000000002,49.0,7,1,0.22003779210314264
TB-212503,Tim Brockman,Consumer,5115.0,1364.6680000000001,62.0,8,1,0.2667972629521017
JM-158654,John Murray,Consumer,4858.0,1360.5381,21.0,4,1,0.28006136270069987
SC-202301,Scot Coram,Corporate,7132.0,1359.45,51.0,6,1,0.19061273135165452
BT-113952,Bill Tyler,Corporate,4857.0,1357.8,74.0,8,1,0.27955528103767757
PH-187903,Patricia Hirasaki,Home Office,4084.0,1356.916,51.0,8,1,0.33225171400587655
PB-192102,Phillip Breyer,Corporate,3193.0,1356.354,66.0,7,1,0.4247898528030066
SR-207402,Steven Roelle,Home Office,5272.0,1354.74,39.0,6,1,0.2569688922610015
GT-147104,Greg Tran,Consumer,3823.0,1354.597,53.0,7,1,0.3543282762228616
CC-121452,Charles Crestani,Consumer,4945.0,1353.558,37.0,7,1,0.2737225480283114
DK-130902,Dave Kipp,Consumer,3911.0,1352.25,35.0,5,1,0.34575556123753515
BF-111704,Ben Ferrer,Home Office,3450.0,1351.0476999999998,41.0,6,1,0.39160802898550723
MM-172601,Magdelene Morse,Consumer,6345.0,1349.0700000000002,63.0,8,1,0.21261938534278962
TH-211151,Thea Hudgings,Corporate,5661.0,1344.0120000000002,59.0,5,1,0.23741600423953368
DB-129102,Daniel Byrd,Home Office,4411.0,1334.847,26.0,4,1,0.3026177737474496
DW-134804,Dianna Wilson,Home Office,4394.0,1331.6879999999999,32.0,4,1,0.30306964041875284
TA-213852,Tom Ashbrook,Home Office,5003.0,1331.4029999999998,77.0,9,1,0.26612092744353383
ES-140202,Erica Smith,Consumer,4751.0,1329.0584999999999,77.0,11,1,0.2797428962323721
MW-182202,Mitch Webber,Consumer,4967.0,1326.51,64.0,5,1,0.26706462653513185
JK-153251,Jason Klamczynski,Corporate,7696.0,1325.2902,69.0,8,1,0.17220506756756757
SK-199903,Sally Knutson,Consumer,5265.0,1318.99212,107.0,7,1,0.25052082051282054
AP-109151,Arthur Prichep,Consumer,8583.0,1318.0308,77.0,7,1,0.1535629500174764
JK-57302,Joe Kamberova,Consumer,3097.0,1316.97,23.0,3,1,0.4252405553761705
JG-153101,Jason Gross,Corporate,5429.0,1316.8929,59.0,7,1,0.24256638423282373
QJ-192554,Quincy Jones,Corporate,5212.0,1314.2916,38.0,6,1,0.25216646201074444
JE-61651,Justin Ellison,Corporate,4188.0,1309.3500000000001,24.0,4,1,0.3126432664756447
AH-102102,Alan Hwang,Consumer,5625.0,1308.0705,86.0,10,1,0.23254586666666668
JL-158354,John Lee,Consumer,3960.0,1302.048,91.0,7,1,0.3288
EH-139901,Erica Hackney,Consumer,5465.0,1300.1196,60.0,7,1,0.23789928636779506
PV-189853,Paul Van Hugh,Home Office,4636.0,1291.712,56.0,7,1,0.2786264020707506
RD-95851,Rob Dowd,Consumer,4464.0,1291.5900000000001,49.0,6,1,0.28933467741935487
GH-144251,Gary Hwang,Consumer,4120.0,1289.7,53.0,7,1,0.3130339805825243
CM-121152,Chad McGuire,Consumer,3738.0,1287.84,45.0,4,1,0.34452648475120384
AJ-9451,Ashley Jarboe,Consumer,3803.0,1287.75,32.0,4,1,0.3386142519063897
AG-107653,Anthony Garverick,Home Office,4638.0,1283.212,108.0,13,1,0.27667356619232425
LH-170203,Lisa Hazard,Consumer,3638.0,1276.88,76.0,7,1,0.3509840571742716
DW-131951,David Wiener,Corporate,5255.0,1275.8490000000002,39.0,6,1,0.2427876308277831
QJ-192552,Quincy Jones,Corporate,3314.0,1275.0900000000001,21.0,3,1,0.3847585998793
RD-196601,Robert Dilbeck,Home Office,3762.0,1274.9207999999999,39.0,6,1,0.33889441786283886
LP-170953,Liz Preis,Consumer,4933.0,1274.6994,68.0,6,1,0.258402473140077
SG-204701,Sheri Gordon,Consumer,2933.0,1272.0153,24.0,6,1,0.43369086259802253
RW-95401,Rick Wilson,Corporate,4821.0,1269.9,22.0,4,1,0.26341008089607965
KH-166904,Kristen Hastings,Corporate,4559.0,1269.181,31.0,4,1,0.2783902171528844
YC-218952,Yoseph Carroll,Corporate,6725.0,1267.7985,89.0,13,1,0.18852022304832716
AC-106151,Ann Chong,Corporate,4958.0,1267.6134,84.0,8,1,0.25567031060911655
DK-133753,Dennis Kane,Consumer,5450.0,1266.988,55.0,7,1,0.2324748623853211
LR-169152,Lena Radford,Consumer,8218.0,1266.453,51.0,8,1,0.1541072036991969
CJ-120104,Caroline Jumper,Consumer,4416.0,1263.7808,37.0,3,1,0.2861822463768116
Co-126401,Corey-Lock,Consumer,4871.0,1259.79,64.0,6,1,0.25863067132005746
RD-199001,Ruben Dartt,Consumer,5803.0,1259.7359999999999,38.0,5,1,0.2170835774599345
ZC-219101,Zuschuss Carroll,Consumer,5076.0,1255.0187999999998,50.0,3,1,0.24724562647754134
KW-165701,Kelly Williams,Consumer,3814.0,1251.69,31.0,6,1,0.32818300996329314
MS-173651,Maribeth Schnelling,Consumer,4615.0,1251.6747,32.0,5,1,0.27121878656554715
BN-114701,Brad Norvell,Corporate,13570.0,1251.2087999999999,74.0,9,1,0.09220403831982313
LT-167652,Larry Tron,Consumer,3052.0,1242.8999999999999,21.0,4,1,0.4072411533420707
EM-141404,Eugene Moren,Home Office,3610.0,1240.3961,55.0,4,1,0.343600027700831
SW-207553,Steven Ward,Corporate,6501.0,1238.408,122.0,11,1,0.19049500076911244
MT-180702,Michelle Tran,Home Office,4528.0,1236.9180000000001,56.0,7,1,0.27317093639575973
MT-178151,Meg Tillman,Consumer,4383.0,1235.1828,43.0,7,1,0.28181218343600273
AH-106904,Anna Häberlin,Corporate,4789.0,1234.3418000000001,45.0,6,1,0.25774520776780124
RB-94652,Rick Bensley,Home Office,3257.0,1227.84,27.0,2,1,0.3769849554805035
LR-170352,Lisa Ryan,Corporate,5785.0,1224.0900000000001,37.0,6,1,0.21159723422644774
JK-152054,Jamie Kunitz,Consumer,3965.0,1220.6027,47.0,3,1,0.30784431273644386
KM-163754,Katherine Murray,Home Office,3168.0,1217.4570999999999,32.0,5,1,0.384298327020202
LT-167653,Larry Tron,Consumer,4451.0,1217.42,66.0,9,1,0.27351606380588633
BD-115602,Brendan Dodson,Home Office,3951.0,1217.3490000000002,44.0,6,1,0.3081116173120729
ML-174103,Maris LaWare,Consumer,3563.0,1211.072,48.0,6,1,0.33990232949761434
MM-72603,Magdelene Morse,Consumer,5177.0,1210.488,32.0,3,1,0.23382035928143713
MP-174702,Mark Packer,Home Office,4416.0,1209.018,46.0,6,1,0.27378125000000003
JG-151604,James Galang,Consumer,3853.0,1208.4068000000002,34.0,8,1,0.313627511030366
MC-175751,Matt Collins,Consumer,4390.0,1205.5452000000002,37.0,6,1,0.27461166287015953
TW-210252,Tamara Willingham,Home Office,4511.0,1203.135,65.0,8,1,0.26671137220128577
DW-34802,Dianna Wilson,Home Office,2469.0,1201.1100000000001,9.0,2,1,0.4864763061968409
CL-127001,Craig Leslie,Home Office,8892.0,1200.8988,44.0,7,1,0.13505384615384614
SH-99752,Sally Hughsby,Corporate,7537.0,1199.25,52.0,6,1,0.15911503250630224
AG-103002,Aleksandra Gannaway,Corporate,5751.0,1198.896,44.0,7,1,0.20846739697443922
LD-168552,Lela Donovan,Corporate,8109.0,1194.249,72.0,9,1,0.14727450980392157
NM-184451,Nathan Mautz,Home Office,7967.0,1194.0309,69.0,9,1,0.14987208485000628
SW-202452,Scot Wooten,Consumer,4974.0,1188.2205,41.0,6,1,0.2388863088057901
SV-108152,Stuart Van,Corporate,4009.0,1187.94,12.0,1,1,0.29631828386131204
RD-195852,Rob Dowd,Consumer,8108.0,1185.8519999999999,85.0,9,1,0.14625703009373456
AH-102103,Alan Hwang,Consumer,6401.0,1179.492,81.0,8,1,0.18426683330729574
LO-171702,Lori Olson,Corporate,3319.0,1176.423,57.0,9,1,0.3544510394697198
JF-152952,Jason Fortune-,Consumer,7907.0,1174.5,86.0,8,1,0.14853926900215
AR-105102,Andrew Roberts,Consumer,6533.0,1173.99,66.0,7,1,0.17970151538343793
AW-108401,Anthony Witt,Consumer,3903.0,1172.094,42.0,5,1,0.3003059185242122
SV-208151,Stuart Van,Corporate,5407.0,1170.561,42.0,6,1,0.2164899204734603
MR-175452,Mathew Reese,Home Office,10155.0,1170.4155,135.0,8,1,0.11525509601181684
MB-180851,Mick Brown,Consumer,6014.0,1168.3799999999999,19.0,3,1,0.19427668772863316
